"Area","Item","Year","Area harvested","Yield","Production"
"United States of America","Groundnuts, with shell","1972",601516,24694,1485399
"United States of America","Groundnuts, with shell","1973",605280,26033,1575697
"United States of America","Groundnuts, with shell","1974",595730,27925,1663589
"United States of America","Groundnuts, with shell","1975",607020,28744,1744835
"United States of America","Groundnuts, with shell","1976",614102,27619,1696059
"United States of America","Groundnuts, with shell","1977",612000,27534,1685100
"United States of America","Groundnuts, with shell","1978",610703,29356,1792762
"United States of America","Groundnuts, with shell","1979",614992,29270,1800065
"United States of America","Groundnuts, with shell","1980",566470,18439,1044500
"United States of America","Groundnuts, with shell","1981",602460,29979,1806130
"United States of America","Groundnuts, with shell","1982",516900,30189,1560470
"United States of America","Groundnuts, with shell","1983",555800,26895,1494800
"United States of America","Groundnuts, with shell","1984",618350,32318,1998400
"United States of America","Groundnuts, with shell","1985",594000,31481,1870000
"United States of America","Groundnuts, with shell","1986",621300,26992,1677000
"United States of America","Groundnuts, with shell","1987",626200,26190,1640000
"United States of America","Groundnuts, with shell","1988",659000,27401,1805700
"United States of America","Groundnuts, with shell","1989",665600,27194,1810000
"United States of America","Groundnuts, with shell","1990",735000,22234,1634200
"United States of America","Groundnuts, with shell","1991",815700,27400,2235000
"United States of America","Groundnuts, with shell","1992",675500,28764,1943000
"United States of America","Groundnuts, with shell","1993",683850,22505,1539000
"United States of America","Groundnuts, with shell","1994",654970,29415,1926600
"United States of America","Groundnuts, with shell","1995",613900,25576,1570100
"United States of America","Groundnuts, with shell","1996",558470,29737,1660700
"United States of America","Groundnuts, with shell","1997",572000,28066,1605400
"United States of America","Groundnuts, with shell","1998",593680,30282,1797800
"United States of America","Groundnuts, with shell","1999",581130,29890,1737000
"United States of America","Groundnuts, with shell","2000",540670,27396,1481210
"United States of America","Groundnuts, with shell","2001",571380,33951,1939880
"United States of America","Groundnuts, with shell","2002",524760,28702,1506150
"United States of America","Groundnuts, with shell","2003",530950,35404,1879750
"United States of America","Groundnuts, with shell","2004",564140,34479,1945090
"United States of America","Groundnuts, with shell","2005",659240,33507,2208930
"United States of America","Groundnuts, with shell","2006",489270,32211,1575980
"United States of America","Groundnuts, with shell","2007",483599,35085,1696728
"United States of America","Groundnuts, with shell","2008",609861,38396,2341630
"United States of America","Groundnuts, with shell","2009",436660,38348,1674500
"United States of America","Groundnuts, with shell","2010",507890,37124,1885510
"United States of America","Groundnuts, with shell","2011",437310,37948,1659510
"United States of America","Groundnuts, with shell","2012",649120,47195,3063510
"United States of America","Groundnuts, with shell","2013",422090,44846,1892920
"United States of America","Groundnuts, with shell","2014",535200,43975,2353540
"United States of America","Groundnuts, with shell","2015",634150,44423,2817080
"United States of America","Groundnuts, with shell","2016",621600,40730,2531760
"United States of America","Groundnuts, with shell","2017",718570,44916,3227500
"United States of America","Groundnuts, with shell","2018",553820,44732,2477340
"United States of America","Hazelnuts, with shell","1961",7530,14167,10668
"United States of America","Hazelnuts, with shell","1962",7280,9695,7058
"United States of America","Hazelnuts, with shell","1963",7000,9071,6350
"United States of America","Hazelnuts, with shell","1964",6920,10618,7348
"United States of America","Hazelnuts, with shell","1965",6800,10272,6985
"United States of America","Hazelnuts, with shell","1966",6640,16669,11068
"United States of America","Hazelnuts, with shell","1967",6600,10309,6804
"United States of America","Hazelnuts, with shell","1968",6470,10657,6895
"United States of America","Hazelnuts, with shell","1969",6430,10440,6713
"United States of America","Hazelnuts, with shell","1970",6600,12727,8400
"United States of America","Hazelnuts, with shell","1971",6720,15350,10315
"United States of America","Hazelnuts, with shell","1972",6880,13449,9253
"United States of America","Hazelnuts, with shell","1973",6880,16218,11158
"United States of America","Hazelnuts, with shell","1974",6840,8886,6078
"United States of America","Hazelnuts, with shell","1975",7200,15246,10977
"United States of America","Hazelnuts, with shell","1976",7240,9022,6532
"United States of America","Hazelnuts, with shell","1977",7120,15035,10705
"United States of America","Hazelnuts, with shell","1978",7120,17965,12791
"United States of America","Hazelnuts, with shell","1979",7120,16559,11790
"United States of America","Hazelnuts, with shell","1980",8900,15697,13970
"United States of America","Hazelnuts, with shell","1981",8900,14989,13340
"United States of America","Hazelnuts, with shell","1982",8900,19169,17060
"United States of America","Hazelnuts, with shell","1983",8620,8631,7440
"United States of America","Hazelnuts, with shell","1984",8900,13663,12160
"United States of America","Hazelnuts, with shell","1985",9430,23669,22320
"United States of America","Hazelnuts, with shell","1986",10080,13591,13700
"United States of America","Hazelnuts, with shell","1987",10440,18946,19780
"United States of America","Hazelnuts, with shell","1988",10720,13993,15000
"United States of America","Hazelnuts, with shell","1989",11110,10621,11800
"United States of America","Hazelnuts, with shell","1990",11050,17828,19700
"United States of America","Hazelnuts, with shell","1991",11120,20800,23130
"United States of America","Hazelnuts, with shell","1992",10940,22971,25130
"United States of America","Hazelnuts, with shell","1993",10900,34119,37190
"United States of America","Hazelnuts, with shell","1994",11150,17247,19230
"United States of America","Hazelnuts, with shell","1995",11320,31254,35380
"United States of America","Hazelnuts, with shell","1996",11570,14901,17240
"United States of America","Hazelnuts, with shell","1997",11890,35971,42770
"United States of America","Hazelnuts, with shell","1998",12107,11613,14060
"United States of America","Hazelnuts, with shell","1999",11972,30312,36290
"United States of America","Hazelnuts, with shell","2000",11473,17790,20410
"United States of America","Hazelnuts, with shell","2001",11736,38267,44910
"United States of America","Hazelnuts, with shell","2002",11817,14970,17690
"United States of America","Hazelnuts, with shell","2003",11331,30342,34380
"United States of America","Hazelnuts, with shell","2004",11493,29600,34019
"United States of America","Hazelnuts, with shell","2005",11453,21862,25038
"United States of America","Hazelnuts, with shell","2006",11453,32476,37195
"United States of America","Hazelnuts, with shell","2007",11574,29003,33568
"United States of America","Hazelnuts, with shell","2008",11493,25259,29030
"United States of America","Hazelnuts, with shell","2009",11614,36713,42638
"United States of America","Hazelnuts, with shell","2010",11736,21644,25401
"United States of America","Hazelnuts, with shell","2011",11534,30282,34927
"United States of America","Hazelnuts, with shell","2012",11736,30249,35500
"United States of America","Hazelnuts, with shell","2013",12141,33624,40823
"United States of America","Hazelnuts, with shell","2014",12141,26900,32659
"United States of America","Hazelnuts, with shell","2015",13759,20440,28123
"United States of America","Hazelnuts, with shell","2016",14973,26659,39916
"United States of America","Hazelnuts, with shell","2017",16187,17934,29030
"United States of America","Hazelnuts, with shell","2018",17806,25986,46270
"United States of America","Hops","1961",9267,17354,16082
"United States of America","Hops","1962",11857,16921,20063
"United States of America","Hops","1963",13233,17626,23325
"United States of America","Hops","1964",13193,18352,24212
"United States of America","Hops","1965",13233,19216,25428
"United States of America","Hops","1966",13031,19342,25205
"United States of America","Hops","1967",12059,18618,22452
"United States of America","Hops","1968",11493,17260,19837
"United States of America","Hops","1969",10926,17338,18943
"United States of America","Hops","1970",11210,18558,20803
"United States of America","Hops","1971",11695,19260,22525
"United States of America","Hops","1972",12019,19364,23273
"United States of America","Hops","1973",12707,19551,24843
"United States of America","Hops","1974",13111,19712,25845
"United States of America","Hops","1975",12990,19524,25362
"United States of America","Hops","1976",12505,20956,26206
